bestObjId,z,ra,dec,spectroFlux_u,spectroFlux_g,spectroFlux_r,spectroFlux_i,spectroFlux_z
1237667781238784506,3.259906,220.25332,17.573078,0.07727658,2.590989,3.825703,3.734262,2.659177
1237661434308330124,3.326134,184.98409,47.483395,1.749517,3.779996,5.90707,6.821851,5.986897
1237668311089611391,3.326134,233.27278,13.686225,-0.181649,1.96592,3.404466,4.235945,5.15351
1237667323794030731,3.326134,185.39853,28.103854,-1.897691,8.319533,12.53828,14.1771,14.95152
1237665548351897667,3.326134,212.48773,23.997082,0.987922,11.76762,20.51458,23.75868,25.23894
1237660765909615134,3.354116,125.4662,28.187478,-0.213059,4.272362,7.55198,8.663806,9.184284
1237651272977809669,3.354116,205.18513,66.289522,5.00682,8.83012,11.6965,10.94544,11.47523
1237664668437840013,3.354116,162.36393,37.678576,0.9063353,6.91477,9.946545,9.213501,5.885344
1237660670886937063,3.354116,144.05833,10.014523,0.2856008,3.1645,5.705474,6.665711,9.440183
1237667911130873893,3.354116,186.86471,24.671677,1.689229,4.902078,8.678439,11.27776,11.72483
1237661435921170535,3.355119,192.52976,48.458878,2.770648,35.90029,55.95904,60.70734,66.84582
1237649918435328303,3.355119,30.023606,12.457155,3.9313,9.414175,15.00367,16.0837,17.6066
1237661434851034003,3.355119,204.42476,46.209456,0.4788758,3.022718,5.831958,5.555704,5.220384
1237674367530042402,3.355119,118.66822,34.394313,0.2315723,1.741921,2.848567,2.911429,2.926453
1237667539084313114,3.455536,157.5188,23.470221,-0.2926582,3.951053,7.967655,9.754326,10.99606
1237661387605344791,3.455536,215.47427,53.80941,1.36346,2.178802,3.27263,3.394883,3.239645
1237661387605344791,3.455536,215.47427,53.80941,0.8242031,1.987049,2.944364,2.977706,2.530827
1237661387605344791,3.455536,215.47427,53.80941,0.1372543,1.838662,3.522596,3.921742,3.79377
1237680327873856774,3.455536,335.30445,28.543563,1.393839,2.689395,4.825339,5.894056,6.769327
1237661416065073285,3.741328,212.38179,53.196305,0.05369146,6.534226,20.56822,26.06044,29.40962
1237661416065073285,3.741328,212.38179,53.196305,-0.04059761,6.852865,22.59435,28.84811,33.75409
1237658297915408879,3.741328,140.2095,4.196057,0.2245358,3.241437,9.930715,11.82497,12.50352
1237668331497063043,3.741328,233.79802,11.298464,0.2966232,1.101118,3.801747,4.39275,5.395783
1237678825714090559,7.0094,338.95942,4.9217351,-0.05783637,0.2950765,1.633679,4.65898,4.793896
1237664673795604500,7.0094,212.00184,34.856868,39.28976,74.00085,127.8731,145.2993,152.8502
1237660557598852531,7.0094,69.142847,24.725148,0.124051,0.2836093,0.7336854,2.643807,13.80863
1237660760536253044,7.0094,69.09669,25.775936,-0.05404174,0.3135329,2.304278,6.557446,18.26295
1237651252028833867,7.011245,150.13138,61.267277,-0.3677711,1.230064,3.304859,6.78892,17.80004
1237658302739448314,7.011245,150.79682,54.489897,0.6647555,2.044202,6.470595,12.65191,24.10728
1237672763362312283,7.011245,339.66817,32.644396,-0.03750642,1.760298,13.72879,18.3995,31.45767
1237658187852743617,7.011245,87.195725,0.096052001,0.7766997,0.1322159,0.06215253,0.3917795,-0.2223577
1237646586638828073,7.011245,86.427253,-0.109605,0.1872426,1.729163,6.573291,12.71057,24.61196
0,7.011245,86.560792,-9.295682,0.1329846,0.8048517,4.178107,10.99877,14.58724
0,7.011245,86.644774,-9.165599,0.04537344,0.6322177,4.619686,14.56635,18.68384
0,7.011245,86.434466,-9.814402,0.06172279,0.5342456,3.451356,17.95388,30.31312
0,7.011245,86.062198,-9.383033,0.009942109,0.2862125,2.339944,8.421178,13.35574
0,7.011245,85.849289,-9.886928,0.03433039,0.5328783,3.473697,10.01488,14.50608
0,7.011245,85.648582,-10.078997,0.02920601,1.068324,7.411167,29.12151,49.81863
0,7.011245,84.549971,-8.740579,0.5996916,2.302215,9.230622,11.49343,11.49283
0,7.011245,85.018352,-8.517656,0.1688312,0.9393729,6.007877,17.47201,26.38471
0,7.011245,85.993961,-8.196513,0.07453143,0.7986328,6.082827,18.79662,29.48514
0,7.011245,85.916068,-8.299024,-0.01794799,0.3376971,8.916975,57.05749,125.3289
0,7.011245,86.192244,-8.899796,0.08296898,0.9725836,14.31537,60.59968,103.7759
0,7.011245,86.102396,-9.067542,0.01930913,0.4838794,3.932242,12.92961,22.10904
0,7.011245,86.145578,-8.536747,0.02180127,0.605019,9.156116,38.81839,78.04642
0,7.011245,86.382096,-9.107826,0.3024433,2.386127,22.78086,67.84951,109.3742
0,7.011245,79.900047,2.3877652,-0.2971925,1.750219,11.98353,46.51109,86.93508
1237660557598983016,7.011245,69.490542,24.529519,0.1719481,0.5324471,1.807425,2.473356,187.5902
1237660761610256591,7.011245,69.829318,26.55871,-0.03448039,0.1190315,0.7896402,1.939883,1.285046
1237660761610322909,7.011245,69.979118,26.427955,0.04298174,-0.04760321,-0.3618678,-0.9591745,11.11984
1237660761610256591,7.011245,69.829318,26.55871,0.01992742,0.1925151,0.9315743,-0.2684597,36.0153
1237660559209530286,7.011245,69.343149,25.975321,0.0021388,-0.01596976,-0.2415308,-1.21284,-4.290936
1237660559209857275,7.011245,70.1456,25.834146,0.05873872,0.09946144,0.4288047,0.3137047,1.063948
1237660558672724749,7.011245,69.516371,25.468748,0.1298983,0.2531704,0.975939,2.535068,13.82789
1237660558135919298,7.011245,69.749693,25.137108,-0.04681445,0.6750758,3.056925,6.813658,50.32372
1237660559746860276,7.011245,70.50654,26.247229,0.2456573,0.6054593,1.732232,3.844694,10.10506
1237660761610519570,7.011245,70.582751,26.559426,0.3849005,0.1487705,1.036237,2.482269,6.324641
1237660761610519937,7.011245,70.57895,26.511458,-0.07369765,0.589021,2.643179,5.590205,13.12101
1237660761610585305,7.011245,70.663554,26.379978,-0.2052204,0.6064335,3.397792,8.349112,19.0185
1237660559747057028,7.011245,71.144077,26.336144,-0.2258508,0.4504448,0.9042318,4.476045,27.92593
1237660559747122289,7.011245,71.17708,26.343006,-0.1878339,-0.9202554,-6.228981,-6.074202,-4.661542
1237660559747057028,7.011245,71.144077,26.336144,-0.03215108,-0.3460706,-1.665441,-0.3525273,-0.8311374
1237660559210251487,7.011245,71.283471,25.778475,-0.01179253,0.2414677,1.252201,3.30537,8.507175
1237660760537105407,7.011245,71.368723,25.681645,0.1307572,0.1998414,1.466629,4.916683,15.89977
1237660760537105688,7.011245,71.333506,25.58579,0.07635763,-0.07380503,-0.05037409,0.7467186,1.347578
1237660761074107607,7.011245,71.719911,26.018698,0.001718264,1.403233,4.957996,8.428176,27.78985
1237660761074107607,7.011245,71.719911,26.018698,0.2277201,0.5215119,2.156969,3.866495,10.5073
1237660559210513078,7.011245,71.80128,25.88887,0.3075085,1.255247,5.557085,10.94586,40.77547
1237660761074172850,7.011245,71.76694,25.949827,0.1588877,0.5165131,2.745357,5.972849,18.12035
1237661416602861738,7.011245,215.75778,52.554627,3.50392,1.284333,1.745301,3.065374,6.194862
1237661435386922051,7.011245,201.35786,47.079064,-0.5018114,0.2616342,0.7715213,2.009826,3.5303
1237679478019129360,7.011245,29.336964,20.913979,-0.4220969,1.302427,3.485837,10.26282,10.43172
1237680332702352697,7.011245,330.42876,25.599875,3.560289,3.614337,5.213448,5.75115,13.43381
1237666274198618418,7.011245,13.027719,24.093731,0.3710791,5.272517,27.45853,23.71255,63.87088
1237679435059168113,7.011245,8.79814160000001,-2.3208137,-0.6627181,-0.1678469,0.4968879,2.429008,4.863688
0,7.011245,15.473552,-0.21091219,1.335557,2.001472,4.136117,5.871968,25.75606
1237667549803512158,7.011245,153.45765,21.046882,1.487827,4.006864,5.540525,7.57254,29.17556
1237651715337814387,7.011245,253.68743,41.863435,0.03121022,0.8859789,4.057072,7.722914,15.72895
1237660613435851137,7.011245,167.7071,8.9525583,-0.08564434,1.043067,4.96973,10.14731,19.4236
1237658492275786357,7.011245,171.68815,9.3169468,-0.09744569,-0.1849355,0.7485545,4.730841,8.269614
1237661971727712757,7.011245,197.13899,7.45882,-0.5090059,0.5535539,2.263587,5.221463,16.0177
1237657774462469646,7.011245,121.55301,29.450876,0.3823411,0.2548049,1.080654,3.692493,6.469668
1237665331460899312,7.011245,179.31024,33.369078,3.888739,1.524994,3.755907,5.809917,9.023731
1237662264860345138,7.011245,230.41166,7.9750814,0.3680642,0.1467156,1.052591,5.709156,10.78953
1237671129125945688,7.011245,176.18758,0.74412266,1.656629,1.796821,3.403862,6.867515,12.75242
1237663917334987766,7.011245,111.7892,42.977014,-0.1044586,2.01243,9.31213,14.5671,15.98706
1237651191353246594,7.011245,121.03181,43.526695,-0.03857185,1.126964,4.312068,8.709573,22.9868
1237667429571166657,7.011245,175.48595,26.596875,0.2802043,0.5592315,2.067615,6.424981,14.63607
1237667429571101327,7.011245,175.43418,26.707094,-0.4773827,0.3160506,1.459867,5.806268,10.72774
1237665329317019949,7.011245,189.04288,31.625269,0.8317475,1.154152,4.461076,9.489127,19.08484
1237659145095610718,7.011245,213.22097,56.430441,2.02121,1.407651,3.078314,5.829408,14.03181
1237663547972059884,7.011245,116.36677,45.460774,1.335783,0.7513101,2.92803,2.888437,5.808241
1237661434853721360,7.011245,212.65636,44.38259,-0.4068429,0.1888278,0.987115,4.254335,6.828616
1237678661977112702,7.011245,37.19556,4.374339,6.325998,22.15399,62.45256,85.20343,96.5088
